Navn;Stasjon;Tid(norsk normaltid);Midlere lufttrykk i havnivå (døgn);Høyeste vindkast (døgn);Middel av middelvind fra hovedobs. (døgn)
Oslo - Blindern;SN18700;06.12.1993;1005,7;8,7;1,7
Oslo - Blindern;SN18700;07.12.1993;987,4;15,4;4,5
Oslo - Blindern;SN18700;08.12.1993;989,1;5,7;1,2
Oslo - Blindern;SN18700;09.12.1993;990,5;5,3;0,7
Oslo - Blindern;SN18700;10.12.1993;997,9;8,7;1,5
Oslo - Blindern;SN18700;11.12.1993;990,1;11,3;2,4
Oslo - Blindern;SN18700;12.12.1993;1003,5;6,2;1
Oslo - Blindern;SN18700;13.12.1993;1006,4;7,7;1
Oslo - Blindern;SN18700;14.12.1993;1000,4;4,1;1,9
Oslo - Blindern;SN18700;15.12.1993;989,8;15,4;5,5
Oslo - Blindern;SN18700;16.12.1993;982,7;10,8;4,6
Oslo - Blindern;SN18700;17.12.1993;991,8;6,7;1,5
Oslo - Blindern;SN18700;18.12.1993;1002,5;4,1;1,5
Oslo - Blindern;SN18700;19.12.1993;971;15,4;3,1
Oslo - Blindern;SN18700;20.12.1993;982,9;17,5;5,5
Oslo - Blindern;SN18700;21.12.1993;983,5;6,2;1,2
Oslo - Blindern;SN18700;22.12.1993;985,4;4,1;1,5
Oslo - Blindern;SN18700;23.12.1993;988,6;15,9;6
Oslo - Blindern;SN18700;24.12.1993;998,5;20,1;10,6
Oslo - Blindern;SN18700;25.12.1993;1011,7;17,5;8,4
Oslo - Blindern;SN18700;26.12.1993;1018,5;21,1;7,9
Oslo - Blindern;SN18700;27.12.1993;1021,5;11,8;1
Oslo - Blindern;SN18700;28.12.1993;1020,2;14,4;6,7
Oslo - Blindern;SN18700;29.12.1993;1008,4;15,4;2,8
Oslo - Blindern;SN18700;30.12.1993;998,1;9,3;1,5
Oslo - Blindern;SN18700;31.12.1993;992,5;6,2;2,3
Oslo - Blindern;SN18700;01.01.1994;999;4,6;2
Oslo - Blindern;SN18700;02.01.1994;1002,5;4,1;1
Oslo - Blindern;SN18700;03.01.1994;1005,4;4,6;1,4
Oslo - Blindern;SN18700;04.01.1994;1000,4;14,4;6
Oslo - Blindern;SN18700;05.01.1994;992,3;15,4;6
Oslo - Blindern;SN18700;06.01.1994;992,3;11,3;5,7
Oslo - Blindern;SN18700;07.01.1994;995,9;11,8;3,9
Oslo - Blindern;SN18700;08.01.1994;1000,6;6,7;0,8
Oslo - Blindern;SN18700;09.01.1994;1017,5;4,6;0,5
Oslo - Blindern;SN18700;10.01.1994;1017,6;9,8;4,6
Oslo - Blindern;SN18700;11.01.1994;1016,9;11,3;5,3
Oslo - Blindern;SN18700;12.01.1994;1003,3;10,8;4
Oslo - Blindern;SN18700;13.01.1994;982,4;8,2;1,7
Oslo - Blindern;SN18700;14.01.1994;986,3;8,2;1
Oslo - Blindern;SN18700;15.01.1994;999,7;7,2;2,2
Oslo - Blindern;SN18700;16.01.1994;1008,8;10,8;1,2
Oslo - Blindern;SN18700;17.01.1994;1011,9;3,6;1,7
Oslo - Blindern;SN18700;18.01.1994;1011,3;4,6;1,6
Oslo - Blindern;SN18700;19.01.1994;1008,4;4,6;1,7
Oslo - Blindern;SN18700;20.01.1994;1007,4;4,6;1,2
Oslo - Blindern;SN18700;21.01.1994;998,3;13,9;2
Oslo - Blindern;SN18700;22.01.1994;999,4;15,4;4,8
Oslo - Blindern;SN18700;23.01.1994;985,4;24,2;5,6
Oslo - Blindern;SN18700;24.01.1994;988,8;15,4;5,1
Oslo - Blindern;SN18700;25.01.1994;993,6;13,4;2,9
Oslo - Blindern;SN18700;26.01.1994;991,7;7,2;2,2
Oslo - Blindern;SN18700;27.01.1994;977,9;7,2;2,1
Oslo - Blindern;SN18700;28.01.1994;991,8;15,4;5,7
Oslo - Blindern;SN18700;29.01.1994;1021,5;4,6;1,9
Oslo - Blindern;SN18700;30.01.1994;989,7;9,8;2,2
Oslo - Blindern;SN18700;31.01.1994;1005,9;7,2;1,7
Oslo - Blindern;SN18700;01.02.1994;1016;7,7;2,6
Oslo - Blindern;SN18700;02.02.1994;1005,7;11,3;6,2
Oslo - Blindern;SN18700;03.02.1994;1014,7;9,8;3,8
Oslo - Blindern;SN18700;04.02.1994;1023,3;7,2;3,1
Oslo - Blindern;SN18700;05.02.1994;1028,2;9,3;4,4
Oslo - Blindern;SN18700;06.02.1994;1023,8;8,7;3,8
Oslo - Blindern;SN18700;07.02.1994;1025,4;7,7;3,9
Oslo - Blindern;SN18700;08.02.1994;1023,1;7,7;2,9
Oslo - Blindern;SN18700;09.02.1994;1014,8;10,8;3,4
Oslo - Blindern;SN18700;10.02.1994;1020,4;13,9;6,5
Oslo - Blindern;SN18700;11.02.1994;1033,6;6,2;2,9
Oslo - Blindern;SN18700;12.02.1994;1043,9;5,7;2,9
Oslo - Blindern;SN18700;13.02.1994;1048,4;5,1;1,2
Oslo - Blindern;SN18700;14.02.1994;1046,8;5,1;2,1
Oslo - Blindern;SN18700;15.02.1994;1040,1;5,1;0,7
Oslo - Blindern;SN18700;16.02.1994;1033,7;5,7;1,4
Oslo - Blindern;SN18700;17.02.1994;1029,7;4,1;0,7
Oslo - Blindern;SN18700;18.02.1994;1029,5;2,6;1
Oslo - Blindern;SN18700;19.02.1994;1031,4;5,7;1,4
Oslo - Blindern;SN18700;20.02.1994;1029,2;6,7;1,4
Oslo - Blindern;SN18700;21.02.1994;1026,8;11,3;4,6
Oslo - Blindern;SN18700;22.02.1994;1021,4;11,3;3,4
Oslo - Blindern;SN18700;23.02.1994;1008,6;5,1;1,2
Oslo - Blindern;SN18700;24.02.1994;1004,2;4,1;1,2
Oslo - Blindern;SN18700;25.02.1994;1015;13,9;1,5
Oslo - Blindern;SN18700;26.02.1994;1020;3,6;1,3
Oslo - Blindern;SN18700;27.02.1994;1018,1;9,8;3,3
Oslo - Blindern;SN18700;28.02.1994;1021,6;13,9;7,9
Oslo - Blindern;SN18700;01.03.1994;1031,3;11,8;3,4
Oslo - Blindern;SN18700;02.03.1994;1024,4;11,3;5,7
Oslo - Blindern;SN18700;03.03.1994;1014,6;10,3;2,1
Oslo - Blindern;SN18700;04.03.1994;1017,8;7,7;2,6
Oslo - Blindern;SN18700;05.03.1994;1007,9;14,9;5,8
Oslo - Blindern;SN18700;06.03.1994;997,9;13,4;2,4
Oslo - Blindern;SN18700;07.03.1994;994,6;9,3;2
Oslo - Blindern;SN18700;08.03.1994;996,7;10,3;3,2
Oslo - Blindern;SN18700;09.03.1994;1000;12,9;4,1
Oslo - Blindern;SN18700;10.03.1994;1001,8;15,4;3,8
Oslo - Blindern;SN18700;11.03.1994;1006;14,4;4,8
Oslo - Blindern;SN18700;12.03.1994;997,2;12,9;4,1
Oslo - Blindern;SN18700;13.03.1994;980,1;11,8;5,8
Oslo - Blindern;SN18700;14.03.1994;986,7;7,2;2,3
Oslo - Blindern;SN18700;15.03.1994;989,9;11,8;3,1
Oslo - Blindern;SN18700;16.03.1994;985,6;10,8;2,4
Oslo - Blindern;SN18700;17.03.1994;988,4;7,2;1,9
Oslo - Blindern;SN18700;18.03.1994;1000,9;11,3;2,1
Oslo - Blindern;SN18700;19.03.1994;998,6;9,3;3,3
Oslo - Blindern;SN18700;20.03.1994;1003,6;10,3;2,9
Oslo - Blindern;SN18700;21.03.1994;1014,8;6,7;2,2
Oslo - Blindern;SN18700;22.03.1994;1011,1;16,5;3,8
Oslo - Blindern;SN18700;23.03.1994;988,2;10,8;2,3
Oslo - Blindern;SN18700;24.03.1994;981,8;11,8;2,3
Oslo - Blindern;SN18700;25.03.1994;988,8;5,7;1,3
Oslo - Blindern;SN18700;26.03.1994;1001,9;10,3;3,8
Oslo - Blindern;SN18700;27.03.1994;1018,8;11,8;2,4
Oslo - Blindern;SN18700;28.03.1994;1013,3;12,3;4,1
Oslo - Blindern;SN18700;29.03.1994;995,6;12,9;2,3
Oslo - Blindern;SN18700;30.03.1994;1008,6;11,3;2,9
Oslo - Blindern;SN18700;31.03.1994;995;11,8;3,4
Oslo - Blindern;SN18700;01.04.1994;983,6;14,4;4,3
Oslo - Blindern;SN18700;02.04.1994;986,9;9,8;2,4
Oslo - Blindern;SN18700;03.04.1994;1003,6;7,2;1,5
Oslo - Blindern;SN18700;04.04.1994;993,9;18;5
Oslo - Blindern;SN18700;05.04.1994;995,3;9,8;3,2
Oslo - Blindern;SN18700;06.04.1994;1005,2;10,8;3,1
Oslo - Blindern;SN18700;07.04.1994;1003,8;9,8;0,8
Oslo - Blindern;SN18700;08.04.1994;1001,1;10,3;2,6
Oslo - Blindern;SN18700;09.04.1994;1002,1;12,9;5,2
Oslo - Blindern;SN18700;10.04.1994;1015,8;11,3;3,3
Oslo - Blindern;SN18700;11.04.1994;1022;6,7;2,1
Oslo - Blindern;SN18700;12.04.1994;1021,3;6,7;1,7
Oslo - Blindern;SN18700;13.04.1994;1015,7;13,4;3,8
Oslo - Blindern;SN18700;14.04.1994;1014,7;21,1;9,4
Oslo - Blindern;SN18700;15.04.1994;1023,4;15,9;5,2
Oslo - Blindern;SN18700;16.04.1994;1019;11,3;2,6
Oslo - Blindern;SN18700;17.04.1994;1016;13,4;4,6
Oslo - Blindern;SN18700;18.04.1994;1012,4;11,3;2,5
Oslo - Blindern;SN18700;19.04.1994;1006,7;6,7;1,9
Oslo - Blindern;SN18700;20.04.1994;1007,7;10,8;3,8
Oslo - Blindern;SN18700;21.04.1994;1005,7;11,3;2,9
Oslo - Blindern;SN18700;22.04.1994;1008;12,3;3,6
Oslo - Blindern;SN18700;23.04.1994;1014,6;10,3;2,2
Oslo - Blindern;SN18700;24.04.1994;1015,2;10,3;3,1
Oslo - Blindern;SN18700;25.04.1994;1014,3;13,9;4,1
Oslo - Blindern;SN18700;26.04.1994;1014;13,9;3,4
Oslo - Blindern;SN18700;27.04.1994;1018,4;15,4;4,8
Oslo - Blindern;SN18700;28.04.1994;1016,4;12,3;3,4
Oslo - Blindern;SN18700;29.04.1994;1016,7;13,4;3,4
Oslo - Blindern;SN18700;30.04.1994;1007,3;14,9;4,1
Oslo - Blindern;SN18700;01.05.1994;1021,7;18,5;3,1
Oslo - Blindern;SN18700;02.05.1994;1025;11,3;2,4
Oslo - Blindern;SN18700;03.05.1994;1023,5;11,3;3,9
Oslo - Blindern;SN18700;04.05.1994;1016,8;8,2;2,2
Oslo - Blindern;SN18700;05.05.1994;1016;8,2;3,1
Oslo - Blindern;SN18700;06.05.1994;1019,2;13,4;4,1
Oslo - Blindern;SN18700;07.05.1994;1021,8;7,7;2,8
Oslo - Blindern;SN18700;08.05.1994;1017,7;12,9;2
Oslo - Blindern;SN18700;09.05.1994;1018,8;7,7;1,7
Oslo - Blindern;SN18700;10.05.1994;1022,9;7,2;2,4
Oslo - Blindern;SN18700;11.05.1994;1021,8;8,2;2,9
Oslo - Blindern;SN18700;12.05.1994;1023,6;8,7;2,4
Oslo - Blindern;SN18700;13.05.1994;1023,3;9,3;2,9
Oslo - Blindern;SN18700;14.05.1994;1014,2;11,3;2,6
Oslo - Blindern;SN18700;15.05.1994;1010,1;16,5;6,4
Oslo - Blindern;SN18700;16.05.1994;1010,6;14,4;4,3
Oslo - Blindern;SN18700;17.05.1994;1010,2;11,3;3,8
Oslo - Blindern;SN18700;18.05.1994;1009,9;8,2;3,1
Oslo - Blindern;SN18700;19.05.1994;1012;7,2;2,9
Oslo - Blindern;SN18700;20.05.1994;1012,1;10,8;4,6
Oslo - Blindern;SN18700;21.05.1994;1013,4;10,8;3,6
Oslo - Blindern;SN18700;22.05.1994;1013,3;11,3;2,7
Oslo - Blindern;SN18700;23.05.1994;1012,3;9,3;3,7
Oslo - Blindern;SN18700;24.05.1994;1012,5;7,7;2,8
Oslo - Blindern;SN18700;25.05.1994;1008,8;11,3;4,3
Oslo - Blindern;SN18700;26.05.1994;1009,9;16,5;7
Oslo - Blindern;SN18700;27.05.1994;1014,2;11,8;4,1
Oslo - Blindern;SN18700;28.05.1994;1011;12,9;2,9
Oslo - Blindern;SN18700;29.05.1994;1011,5;14,4;5,5
Oslo - Blindern;SN18700;30.05.1994;1014,2;11,8;3,8
Oslo - Blindern;SN18700;31.05.1994;999,9;18,5;6,7
Oslo - Blindern;SN18700;01.06.1994;1008,4;13,4;3,1
Oslo - Blindern;SN18700;02.06.1994;1004,3;9,3;3,4
Oslo - Blindern;SN18700;03.06.1994;1000,7;8,7;2,2
Oslo - Blindern;SN18700;04.06.1994;996,2;9,3;3,8
Oslo - Blindern;SN18700;05.06.1994;995,7;8,7;2,4
Oslo - Blindern;SN18700;06.06.1994;1004,6;10,8;3,1
Oslo - Blindern;SN18700;07.06.1994;1002;13,4;5
Oslo - Blindern;SN18700;08.06.1994;1005,2;13,4;5,3
Oslo - Blindern;SN18700;09.06.1994;1010,7;10,8;3,1
Oslo - Blindern;SN18700;10.06.1994;1017,5;11,3;2,4
Oslo - Blindern;SN18700;11.06.1994;1023,7;12,9;2,9
Oslo - Blindern;SN18700;12.06.1994;1019,8;9,3;2,2
Oslo - Blindern;SN18700;13.06.1994;1018,5;13,4;2,2
Oslo - Blindern;SN18700;14.06.1994;1007,9;15,4;5,5
Oslo - Blindern;SN18700;15.06.1994;1002,7;13,4;4,5
Oslo - Blindern;SN18700;16.06.1994;1002,7;13,4;4,1
Oslo - Blindern;SN18700;17.06.1994;1008;10,8;3,4
Oslo - Blindern;SN18700;18.06.1994;1000,5;11,8;3,9
Oslo - Blindern;SN18700;19.06.1994;991,8;12,3;4,3
Oslo - Blindern;SN18700;20.06.1994;1005,7;13,4;3,1
Oslo - Blindern;SN18700;21.06.1994;1006,4;13,9;5
Oslo - Blindern;SN18700;22.06.1994;995,5;11,8;3,8
Oslo - Blindern;SN18700;23.06.1994;1006,8;16,5;6,3
Oslo - Blindern;SN18700;24.06.1994;1016,7;12,3;3,1
Oslo - Blindern;SN18700;25.06.1994;1011,9;14,9;4
Oslo - Blindern;SN18700;26.06.1994;1006;8,2;1,9
Oslo - Blindern;SN18700;27.06.1994;1010;11,8;4,1
Oslo - Blindern;SN18700;28.06.1994;1018;12,3;3,6
Oslo - Blindern;SN18700;29.06.1994;1010,9;12,3;2,2
Oslo - Blindern;SN18700;30.06.1994;1012,7;17;6,2
Oslo - Blindern;SN18700;01.07.1994;1020,9;11,8;2,2
Oslo - Blindern;SN18700;02.07.1994;1021,2;7,7;2,4
Oslo - Blindern;SN18700;03.07.1994;1019,5;7,2;2,1
Oslo - Blindern;SN18700;04.07.1994;1021;7,2;2,4
Oslo - Blindern;SN18700;05.07.1994;1019,1;6,7;2,2
Oslo - Blindern;SN18700;06.07.1994;1017;8,2;2,6
Oslo - Blindern;SN18700;07.07.1994;1013,6;8,7;1,9
Oslo - Blindern;SN18700;08.07.1994;1009,4;11,3;1,2
Oslo - Blindern;SN18700;09.07.1994;1011,8;7,7;2,4
Oslo - Blindern;SN18700;10.07.1994;1016;14,4;3,8
Oslo - Blindern;SN18700;11.07.1994;1020,8;10,3;3,1
Oslo - Blindern;SN18700;12.07.1994;1024,1;13,4;4,3
Oslo - Blindern;SN18700;13.07.1994;1022,2;10,3;2,9
Oslo - Blindern;SN18700;14.07.1994;1020,4;9,8;2,2
Oslo - Blindern;SN18700;15.07.1994;1014,3;12,3;4,3
Oslo - Blindern;SN18700;16.07.1994;1013;9,3;2,7
Oslo - Blindern;SN18700;17.07.1994;1020;13,4;5
Oslo - Blindern;SN18700;18.07.1994;1021,5;8,2;2,2
Oslo - Blindern;SN18700;19.07.1994;1019,7;8,7;2,2
Oslo - Blindern;SN18700;20.07.1994;1016,2;10,3;2,4
Oslo - Blindern;SN18700;21.07.1994;1017,6;10,8;4,1
Oslo - Blindern;SN18700;22.07.1994;1018,2;10,8;3,9
Oslo - Blindern;SN18700;23.07.1994;1018,6;8,7;2,2
Oslo - Blindern;SN18700;24.07.1994;1020,3;7,2;2,2
Oslo - Blindern;SN18700;25.07.1994;1018,6;10,3;2,6
Oslo - Blindern;SN18700;26.07.1994;1016,3;13,4;3,3
Oslo - Blindern;SN18700;27.07.1994;1014,9;12,3;3,4
Oslo - Blindern;SN18700;28.07.1994;1015;12,3;4,3
Oslo - Blindern;SN18700;29.07.1994;1014;8,7;2,8
Oslo - Blindern;SN18700;30.07.1994;1015,8;6,7;1,9
Oslo - Blindern;SN18700;31.07.1994;1017,1;7,2;2,1
Oslo - Blindern;SN18700;01.08.1994;1016,2;8,7;2,8
Oslo - Blindern;SN18700;02.08.1994;1014,9;9,3;3,1
Oslo - Blindern;SN18700;03.08.1994;1017,2;10,8;2,9
Oslo - Blindern;SN18700;04.08.1994;1020,7;9,3;2,7
Oslo - Blindern;SN18700;05.08.1994;1016,4;8,2;2,4
Oslo - Blindern;SN18700;06.08.1994;1011,8;14,9;3,3
Oslo - Blindern;SN18700;07.08.1994;1018,8;12,3;2,9
Oslo - Blindern;SN18700;08.08.1994;1018,7;9,3;2,9
Oslo - Blindern;SN18700;09.08.1994;1013,7;6,2;1,9
Oslo - Blindern;SN18700;10.08.1994;1012,5;7,7;2,6
Oslo - Blindern;SN18700;11.08.1994;1011,1;6,7;1,2
Oslo - Blindern;SN18700;12.08.1994;1007,3;10,8;1,9
Oslo - Blindern;SN18700;13.08.1994;999,7;11,3;4,1
Oslo - Blindern;SN18700;14.08.1994;1001,2;19;9,3
Oslo - Blindern;SN18700;15.08.1994;1014,9;15,4;3,6
Oslo - Blindern;SN18700;16.08.1994;1019;9,3;2,4
Oslo - Blindern;SN18700;17.08.1994;1011,5;11,3;2,9
Oslo - Blindern;SN18700;18.08.1994;1006,3;11,8;4,3
Oslo - Blindern;SN18700;19.08.1994;1007,4;10,8;3,8
Oslo - Blindern;SN18700;20.08.1994;1006,7;9,8;4,1
Oslo - Blindern;SN18700;21.08.1994;1011,8;5,7;1,5
Oslo - Blindern;SN18700;22.08.1994;1016,8;8,2;2,1
Oslo - Blindern;SN18700;23.08.1994;1020,5;7,2;2,6
Oslo - Blindern;SN18700;24.08.1994;1016,8;7,7;2,6
Oslo - Blindern;SN18700;25.08.1994;1012,4;8,7;2,1
Oslo - Blindern;SN18700;26.08.1994;1006;10,3;4,1
Oslo - Blindern;SN18700;27.08.1994;1000,4;12,3;3,5
Oslo - Blindern;SN18700;28.08.1994;998,4;8,7;2,2
Oslo - Blindern;SN18700;29.08.1994;997,8;8,7;3,4
Oslo - Blindern;SN18700;30.08.1994;1008,3;7,7;2,6
Oslo - Blindern;SN18700;31.08.1994;1017,6;5,7;1
Oslo - Blindern;SN18700;01.09.1994;1021,9;9,3;2,4
Oslo - Blindern;SN18700;02.09.1994;1021,6;11,3;5,9
Oslo - Blindern;SN18700;03.09.1994;1018,7;12,9;5,7
Oslo - Blindern;SN18700;04.09.1994;1011,6;9,8;4,4
Oslo - Blindern;SN18700;05.09.1994;1007,6;8,2;2,2
Oslo - Blindern;SN18700;06.09.1994;1009,1;4,1;1,2
Oslo - Blindern;SN18700;07.09.1994;1006,7;7,2;1,9
Oslo - Blindern;SN18700;08.09.1994;1011,7;6,7;2,8
Oslo - Blindern;SN18700;09.09.1994;996,5;24,2;7,4
Oslo - Blindern;SN18700;10.09.1994;996,3;17,3;4,5
Oslo - Blindern;SN18700;11.09.1994;995,4;6,7;1,2
Oslo - Blindern;SN18700;12.09.1994;1003,6;8,2;2
Oslo - Blindern;SN18700;13.09.1994;1001;8,7;3,8
Oslo - Blindern;SN18700;14.09.1994;1008,8;9,3;3,6
Oslo - Blindern;SN18700;15.09.1994;1001,7;23,2;9,9
Oslo - Blindern;SN18700;16.09.1994;994,3;26,8;8,7
Oslo - Blindern;SN18700;17.09.1994;1008,1;19;8,2
Oslo - Blindern;SN18700;18.09.1994;1022,3;13,9;3,9
Oslo - Blindern;SN18700;19.09.1994;1020;5,7;1,5
Oslo - Blindern;SN18700;20.09.1994;1019,4;7,7;2,2
Oslo - Blindern;SN18700;21.09.1994;1021,1;5,7;1
Oslo - Blindern;SN18700;22.09.1994;1018,3;4,6;1,3
Oslo - Blindern;SN18700;23.09.1994;1020,3;6,2;1,7
Oslo - Blindern;SN18700;24.09.1994;1014,4;14,9;2,9
Oslo - Blindern;SN18700;25.09.1994;1019,2;10,3;1,2
Oslo - Blindern;SN18700;26.09.1994;1007,9;5,7;1,9
Oslo - Blindern;SN18700;27.09.1994;992,5;12,3;3,4
Oslo - Blindern;SN18700;28.09.1994;1003,9;13,9;3,6
Oslo - Blindern;SN18700;29.09.1994;1008,1;8,2;2,7
Oslo - Blindern;SN18700;30.09.1994;1008,9;5,1;2
Oslo - Blindern;SN18700;01.10.1994;1011,3;13,4;4
Oslo - Blindern;SN18700;02.10.1994;1007,6;7,2;2,4
Oslo - Blindern;SN18700;03.10.1994;992,6;14,9;4,3
Oslo - Blindern;SN18700;04.10.1994;1000,9;11,3;2,6
Oslo - Blindern;SN18700;05.10.1994;1018,9;7,2;1,2
Oslo - Blindern;SN18700;06.10.1994;1019;10,8;3,6
Oslo - Blindern;SN18700;07.10.1994;1013,7;13,4;4,6
Oslo - Blindern;SN18700;08.10.1994;1017,2;8,7;2
Oslo - Blindern;SN18700;09.10.1994;1021,6;6,7;1,7
Oslo - Blindern;SN18700;10.10.1994;1024,4;5,7;1,3
Oslo - Blindern;SN18700;11.10.1994;1013,9;6,7;1,9
Oslo - Blindern;SN18700;12.10.1994;1017,6;11,3;3,6
Oslo - Blindern;SN18700;13.10.1994;1019,6;12,9;3,8
Oslo - Blindern;SN18700;14.10.1994;1017,2;9,3;1,7
Oslo - Blindern;SN18700;15.10.1994;1011,2;14,9;4,6
Oslo - Blindern;SN18700;16.10.1994;1023,9;10,6;2,9
Oslo - Blindern;SN18700;17.10.1994;1025;6,7;3,4
Oslo - Blindern;SN18700;18.10.1994;1025,8;6,2;1,3
Oslo - Blindern;SN18700;19.10.1994;1028,1;4,6;1,9
Oslo - Blindern;SN18700;20.10.1994;1029,4;5,7;2,3
Oslo - Blindern;SN18700;21.10.1994;1023,1;7,7;3,4
Oslo - Blindern;SN18700;22.10.1994;1008,1;7,7;2,6
Oslo - Blindern;SN18700;23.10.1994;996;6,2;3,3
Oslo - Blindern;SN18700;24.10.1994;995,6;9,3;2,9
Oslo - Blindern;SN18700;25.10.1994;1002,8;8,7;1,5
Oslo - Blindern;SN18700;26.10.1994;1000,8;9,3;3,6
Oslo - Blindern;SN18700;27.10.1994;998,9;8,2;1,9
Oslo - Blindern;SN18700;28.10.1994;1001,7;3,6;1,5
Oslo - Blindern;SN18700;29.10.1994;1000,1;7,2;2
Oslo - Blindern;SN18700;30.10.1994;1001,8;5,7;1,2
Oslo - Blindern;SN18700;31.10.1994;991,7;13,4;6,2
Oslo - Blindern;SN18700;01.11.1994;990,7;13,9;1,4
Oslo - Blindern;SN18700;02.11.1994;1013,2;6,7;1,7
Oslo - Blindern;SN18700;03.11.1994;1029,2;5,1;2,4
Oslo - Blindern;SN18700;04.11.1994;1029,4;6,2;1,7
Oslo - Blindern;SN18700;05.11.1994;1021,8;3,6;0,7
Oslo - Blindern;SN18700;06.11.1994;1017,8;8,7;2,1
Oslo - Blindern;SN18700;07.11.1994;1015,9;9,3;1,5
Oslo - Blindern;SN18700;08.11.1994;1014,5;3,6;0,7
Oslo - Blindern;SN18700;09.11.1994;1015,4;3,1;1,2
Oslo - Blindern;SN18700;10.11.1994;1019,7;11,3;5,9
Oslo - Blindern;SN18700;11.11.1994;1030,5;11,3;4,5
Oslo - Blindern;SN18700;12.11.1994;1029,1;6,2;1
Oslo - Blindern;SN18700;13.11.1994;1021,3;8,2;2,6
Oslo - Blindern;SN18700;14.11.1994;991,8;10,3;2,3
Oslo - Blindern;SN18700;15.11.1994;981,5;4,6;1,4
Oslo - Blindern;SN18700;16.11.1994;995,9;4,1;1,2
Oslo - Blindern;SN18700;17.11.1994;996,7;8,7;3,8
Oslo - Blindern;SN18700;18.11.1994;1010,4;5,7;1,4
Oslo - Blindern;SN18700;19.11.1994;1013,3;4,6;1,7
Oslo - Blindern;SN18700;20.11.1994;1000,2;5,7;1,2
Oslo - Blindern;SN18700;21.11.1994;1009,1;10,3;2,4
Oslo - Blindern;SN18700;22.11.1994;1013,1;6,2;1,3
Oslo - Blindern;SN18700;23.11.1994;1006,3;13,9;3,8
Oslo - Blindern;SN18700;24.11.1994;1006,7;15,4;2,6
Oslo - Blindern;SN18700;25.11.1994;1024,4;11,3;1,5
Oslo - Blindern;SN18700;26.11.1994;1020,4;4,1;0,8
Oslo - Blindern;SN18700;27.11.1994;1016,1;5,1;0,8
Oslo - Blindern;SN18700;28.11.1994;1013,2;17;3,8
Oslo - Blindern;SN18700;29.11.1994;1024,4;13,9;1,3
Oslo - Blindern;SN18700;30.11.1994;1032,3;4,1;0,5
Oslo - Blindern;SN18700;01.12.1994;1032,1;4,1;1,2
Oslo - Blindern;SN18700;02.12.1994;1032,2;4,1;1,9
Oslo - Blindern;SN18700;03.12.1994;1024,7;5,7;1,7
Oslo - Blindern;SN18700;04.12.1994;1009,8;7,2;1,5
Oslo - Blindern;SN18700;05.12.1994;1005,3;16,5;6,8
Oslo - Blindern;SN18700;06.12.1994;1001,9;9,3;2,2
Oslo - Blindern;SN18700;07.12.1994;1009,2;10,3;3,1
Oslo - Blindern;SN18700;08.12.1994;998,3;17;2,9
Oslo - Blindern;SN18700;09.12.1994;1000,8;14,9;0,8
Oslo - Blindern;SN18700;10.12.1994;999,5;15,4;3,3
Oslo - Blindern;SN18700;11.12.1994;1000,5;10,3;1,7
Oslo - Blindern;SN18700;12.12.1994;1003,1;4,6;1,2
Oslo - Blindern;SN18700;13.12.1994;1009,4;4,1;1
Oslo - Blindern;SN18700;14.12.1994;1021,8;8,7;1,5
Oslo - Blindern;SN18700;15.12.1994;1023,8;4,1;0,8
Oslo - Blindern;SN18700;16.12.1994;1008;7,7;1,4
Oslo - Blindern;SN18700;17.12.1994;1020,4;5,7;1
Oslo - Blindern;SN18700;18.12.1994;1004,2;18;6,1
Oslo - Blindern;SN18700;19.12.1994;1000,4;18,5;4,4
Oslo - Blindern;SN18700;20.12.1994;1004,6;9,3;1,6
Oslo - Blindern;SN18700;21.12.1994;1015,9;3,6;0,8
Oslo - Blindern;SN18700;22.12.1994;1030,5;3,6;1
Oslo - Blindern;SN18700;23.12.1994;1025,9;4,1;2,4
Oslo - Blindern;SN18700;24.12.1994;1015,3;12,9;2,7
Oslo - Blindern;SN18700;25.12.1994;1006,3;12,9;2,7
Oslo - Blindern;SN18700;26.12.1994;993,3;16,5;2,9
Oslo - Blindern;SN18700;27.12.1994;974,8;13,4;4,1
Oslo - Blindern;SN18700;28.12.1994;993;10,8;1,5
Oslo - Blindern;SN18700;29.12.1994;979,3;6,2;2,3
Oslo - Blindern;SN18700;30.12.1994;974,6;5,7;1
Oslo - Blindern;SN18700;31.12.1994;972,5;11,8;3,3
Oslo - Blindern;SN18700;01.01.1995;978,9;13,4;5,3
Oslo - Blindern;SN18700;02.01.1995;1011,9;16,5;6,4
Oslo - Blindern;SN18700;03.01.1995;1030,7;9,3;1,3
Oslo - Blindern;SN18700;04.01.1995;1032,1;3,1;1
Oslo - Blindern;SN18700;05.01.1995;1026,5;19;7,4
Oslo - Blindern;SN18700;06.01.1995;1023,8;17,5;3,9
Oslo - Blindern;SN18700;07.01.1995;1028,8;12,3;4,3
Oslo - Blindern;SN18700;08.01.1995;1015,6;13,4;2,7
Oslo - Blindern;SN18700;09.01.1995;997,8;8,2;0,8
Oslo - Blindern;SN18700;10.01.1995;984,1;18,5;7,2
Oslo - Blindern;SN18700;11.01.1995;996,4;14,4;3,6
Oslo - Blindern;SN18700;12.01.1995;1021;10,8;2,9
Oslo - Blindern;SN18700;13.01.1995;1024,1;6,2;0,8
