Navn;Stasjon;Tid(norsk normaltid);Midlere lufttrykk i havnivå (døgn);Høyeste vindkast (døgn);Middel av middelvind fra hovedobs. (døgn)
Oslo - Blindern;SN18700;14.01.1995;1009,9;14,4;3,4
Oslo - Blindern;SN18700;15.01.1995;1018,8;12,9;1,9
Oslo - Blindern;SN18700;16.01.1995;1010,6;15,9;7,7
Oslo - Blindern;SN18700;17.01.1995;1009,4;17,5;6,2
Oslo - Blindern;SN18700;18.01.1995;1006,1;11,3;2,8
Oslo - Blindern;SN18700;19.01.1995;1015,2;7,7;1,7
Oslo - Blindern;SN18700;20.01.1995;1010,1;10,8;2,6
Oslo - Blindern;SN18700;21.01.1995;1010;12,9;4,1
Oslo - Blindern;SN18700;22.01.1995;991;15,4;3,9
Oslo - Blindern;SN18700;23.01.1995;974,4;7,7;2,4
Oslo - Blindern;SN18700;24.01.1995;981,4;5,1;1,5
Oslo - Blindern;SN18700;25.01.1995;984,5;5,7;1
Oslo - Blindern;SN18700;26.01.1995;986,1;3,6;1,2
Oslo - Blindern;SN18700;27.01.1995;993,5;4,1;1,4
Oslo - Blindern;SN18700;28.01.1995;989,9;6,2;2,7
Oslo - Blindern;SN18700;29.01.1995;992,2;4,6;1,2
Oslo - Blindern;SN18700;30.01.1995;1005,7;5,7;1
Oslo - Blindern;SN18700;31.01.1995;1015,1;14,9;3,4
Oslo - Blindern;SN18700;01.02.1995;986,5;12,3;0,8
Oslo - Blindern;SN18700;02.02.1995;1009,3;14,4;5,7
Oslo - Blindern;SN18700;03.02.1995;1011,1;17,5;5,3
Oslo - Blindern;SN18700;04.02.1995;997,7;11,3;3,6
Oslo - Blindern;SN18700;05.02.1995;1009,5;8,7;1
Oslo - Blindern;SN18700;06.02.1995;988,7;8,2;1,4
Oslo - Blindern;SN18700;07.02.1995;985,7;8,2;1,7
Oslo - Blindern;SN18700;08.02.1995;990,5;5,1;1,9
Oslo - Blindern;SN18700;09.02.1995;991,4;6,7;3,2
Oslo - Blindern;SN18700;10.02.1995;998,7;5,7;1,6
Oslo - Blindern;SN18700;11.02.1995;1001,2;5,1;2,1
Oslo - Blindern;SN18700;12.02.1995;984,8;13,4;4,8
Oslo - Blindern;SN18700;13.02.1995;1000;4,1;1,7
Oslo - Blindern;SN18700;14.02.1995;996,4;5,1;1,5
Oslo - Blindern;SN18700;15.02.1995;986,5;4,6;2,1
Oslo - Blindern;SN18700;16.02.1995;983,4;10,3;3,4
Oslo - Blindern;SN18700;17.02.1995;984,9;5,7;2,1
Oslo - Blindern;SN18700;18.02.1995;995,8;3,6;0,7
Oslo - Blindern;SN18700;19.02.1995;992,8;6,2;0,9
Oslo - Blindern;SN18700;20.02.1995;998,7;2,6;0,3
Oslo - Blindern;SN18700;21.02.1995;998,6;8,2;3,2
Oslo - Blindern;SN18700;22.02.1995;996,7;11,3;2,1
Oslo - Blindern;SN18700;23.02.1995;983;17;4,6
Oslo - Blindern;SN18700;24.02.1995;982,3;6,2;1,9
Oslo - Blindern;SN18700;25.02.1995;989,7;4,1;1,7
Oslo - Blindern;SN18700;26.02.1995;1000,3;4,6;1,9
Oslo - Blindern;SN18700;27.02.1995;1003,2;6,2;1,4
Oslo - Blindern;SN18700;28.02.1995;986;17,5;6,5
Oslo - Blindern;SN18700;01.03.1995;987,9;8,2;1,2
Oslo - Blindern;SN18700;02.03.1995;992,3;5,7;1,5
Oslo - Blindern;SN18700;03.03.1995;998,5;5,1;2,2
Oslo - Blindern;SN18700;04.03.1995;999,5;9,8;4,3
Oslo - Blindern;SN18700;05.03.1995;997,7;7,2;2,8
Oslo - Blindern;SN18700;06.03.1995;993,5;8,2;3,2
Oslo - Blindern;SN18700;07.03.1995;999,5;6,2;3,1
Oslo - Blindern;SN18700;08.03.1995;1010,9;8,2;3,6
Oslo - Blindern;SN18700;09.03.1995;1016,8;8,7;3,1
Oslo - Blindern;SN18700;10.03.1995;1026,6;4,1;2,1
Oslo - Blindern;SN18700;11.03.1995;1030,3;6,7;2,8
Oslo - Blindern;SN18700;12.03.1995;1031,9;7,7;2,4
Oslo - Blindern;SN18700;13.03.1995;1032;10,3;5,3
Oslo - Blindern;SN18700;14.03.1995;1019,3;12,3;5,9
Oslo - Blindern;SN18700;15.03.1995;1001,5;10,3;2,6
Oslo - Blindern;SN18700;16.03.1995;995,2;5,1;2,3
Oslo - Blindern;SN18700;17.03.1995;980,1;13,9;4,8
Oslo - Blindern;SN18700;18.03.1995;973,8;9,3;2,4
Oslo - Blindern;SN18700;19.03.1995;977,9;8,2;1,9
Oslo - Blindern;SN18700;20.03.1995;995,4;12,3;2,2
Oslo - Blindern;SN18700;21.03.1995;1022;18,5;5,8
Oslo - Blindern;SN18700;22.03.1995;1019,6;7,2;2,4
Oslo - Blindern;SN18700;23.03.1995;1012,5;7,7;1,7
Oslo - Blindern;SN18700;24.03.1995;994,3;13,9;5
Oslo - Blindern;SN18700;25.03.1995;988,9;9,3;1,2
Oslo - Blindern;SN18700;26.03.1995;985,8;11,8;2,2
Oslo - Blindern;SN18700;27.03.1995;990,1;18,5;8,4
Oslo - Blindern;SN18700;28.03.1995;989,3;12,9;4,6
Oslo - Blindern;SN18700;29.03.1995;1006,8;14,4;5,6
Oslo - Blindern;SN18700;30.03.1995;1020,9;8,7;2,1
Oslo - Blindern;SN18700;31.03.1995;1009,9;9,8;1,9
Oslo - Blindern;SN18700;01.04.1995;1005,8;13,9;3,4
Oslo - Blindern;SN18700;02.04.1995;997,2;16,5;5,6
Oslo - Blindern;SN18700;03.04.1995;999,1;13,4;4,1
Oslo - Blindern;SN18700;04.04.1995;1004,3;13,4;2,7
Oslo - Blindern;SN18700;05.04.1995;1013,3;10,3;2,4
Oslo - Blindern;SN18700;06.04.1995;1005,9;6,2;3,6
Oslo - Blindern;SN18700;07.04.1995;996;19;3,4
Oslo - Blindern;SN18700;08.04.1995;1013,8;16,5;7,9
Oslo - Blindern;SN18700;09.04.1995;1014;9,8;2,6
Oslo - Blindern;SN18700;10.04.1995;1013,1;9,3;2,4
Oslo - Blindern;SN18700;11.04.1995;1019,1;5,1;2,1
Oslo - Blindern;SN18700;12.04.1995;1025,6;5,1;1,2
Oslo - Blindern;SN18700;13.04.1995;1030,8;5,1;1,4
Oslo - Blindern;SN18700;14.04.1995;1027,7;8,2;2,1
Oslo - Blindern;SN18700;15.04.1995;1010,6;12,3;2,4
Oslo - Blindern;SN18700;16.04.1995;1003,9;10,3;3,6
Oslo - Blindern;SN18700;17.04.1995;992,8;9,3;3,3
Oslo - Blindern;SN18700;18.04.1995;989,8;6,2;2,2
Oslo - Blindern;SN18700;19.04.1995;988,9;12,3;6,4
Oslo - Blindern;SN18700;20.04.1995;1007,9;9,8;1,7
Oslo - Blindern;SN18700;21.04.1995;1020,3;9,3;3,9
Oslo - Blindern;SN18700;22.04.1995;1031,7;10,3;3,6
Oslo - Blindern;SN18700;23.04.1995;1029,6;12,3;5
Oslo - Blindern;SN18700;24.04.1995;1026,9;8,7;3,1
Oslo - Blindern;SN18700;25.04.1995;1020;13,4;6,9
Oslo - Blindern;SN18700;26.04.1995;1015,8;13,4;6,5
Oslo - Blindern;SN18700;27.04.1995;1012,8;15,9;7,9
Oslo - Blindern;SN18700;28.04.1995;1012,6;11,8;3,8
Oslo - Blindern;SN18700;29.04.1995;1015,3;5,7;2,4
Oslo - Blindern;SN18700;30.04.1995;1024,5;7,2;2,1
Oslo - Blindern;SN18700;01.05.1995;1029,3;9,8;2,7
Oslo - Blindern;SN18700;02.05.1995;1025,9;8,7;2,2
Oslo - Blindern;SN18700;03.05.1995;1021,7;10,3;2,6
Oslo - Blindern;SN18700;04.05.1995;1021,2;7,7;1
Oslo - Blindern;SN18700;05.05.1995;1014,8;6,7;1,4
Oslo - Blindern;SN18700;06.05.1995;1009,7;10,3;4,1
Oslo - Blindern;SN18700;07.05.1995;1013,3;8,7;4,1
Oslo - Blindern;SN18700;08.05.1995;1010,4;10,3;4,1
Oslo - Blindern;SN18700;09.05.1995;1011,4;10,8;5,3
Oslo - Blindern;SN18700;10.05.1995;1011,9;11,8;4,3
Oslo - Blindern;SN18700;11.05.1995;1007,2;10,8;3,8
Oslo - Blindern;SN18700;12.05.1995;1010,7;8,2;2,9
Oslo - Blindern;SN18700;13.05.1995;1013,4;11,3;4,4
Oslo - Blindern;SN18700;14.05.1995;1009,8;13,4;5,8
Oslo - Blindern;SN18700;15.05.1995;1001,9;11,8;2,2
Oslo - Blindern;SN18700;16.05.1995;1001,2;11,3;2,7
Oslo - Blindern;SN18700;17.05.1995;1005,2;6,7;2,4
Oslo - Blindern;SN18700;18.05.1995;995,6;12,3;4,1
Oslo - Blindern;SN18700;19.05.1995;1005,3;9,3;4,1
Oslo - Blindern;SN18700;20.05.1995;1015,4;11,8;4,5
Oslo - Blindern;SN18700;21.05.1995;1021,2;17;7,4
Oslo - Blindern;SN18700;22.05.1995;1022;10,3;3,8
Oslo - Blindern;SN18700;23.05.1995;1012,8;7,2;3,1
Oslo - Blindern;SN18700;24.05.1995;1016,3;7,2;2,2
Oslo - Blindern;SN18700;25.05.1995;1019,8;6,7;2,2
Oslo - Blindern;SN18700;26.05.1995;1017,8;8,2;3,3
Oslo - Blindern;SN18700;27.05.1995;1019,7;7,7;2,1
Oslo - Blindern;SN18700;28.05.1995;1017,6;9,3;2,1
Oslo - Blindern;SN18700;29.05.1995;1017,9;6,7;2,1
Oslo - Blindern;SN18700;30.05.1995;1017,8;4,1;1,5
Oslo - Blindern;SN18700;31.05.1995;1015,8;5,7;1,9
Oslo - Blindern;SN18700;01.06.1995;1009,5;8,2;2,9
Oslo - Blindern;SN18700;02.06.1995;1008,4;7,2;2,2
Oslo - Blindern;SN18700;03.06.1995;1009,7;8,2;2,9
Oslo - Blindern;SN18700;04.06.1995;1014,6;7,2;2,8
Oslo - Blindern;SN18700;05.06.1995;1013,3;5,7;1,9
Oslo - Blindern;SN18700;06.06.1995;1014,1;8,7;3,1
Oslo - Blindern;SN18700;07.06.1995;1011,9;8,7;2,8
Oslo - Blindern;SN18700;08.06.1995;1008,1;11,8;5
Oslo - Blindern;SN18700;09.06.1995;1013,5;7,7;2,6
Oslo - Blindern;SN18700;10.06.1995;1010,3;8,7;2,9
Oslo - Blindern;SN18700;11.06.1995;1008,1;8,7;3,1
Oslo - Blindern;SN18700;12.06.1995;1014,4;11,3;4,5
Oslo - Blindern;SN18700;13.06.1995;1016,9;11,8;4,8
Oslo - Blindern;SN18700;14.06.1995;1013,5;15,4;8,1
Oslo - Blindern;SN18700;15.06.1995;1011,6;14,9;2,6
Oslo - Blindern;SN18700;16.06.1995;1010,2;6,7;2,4
Oslo - Blindern;SN18700;17.06.1995;1002,4;6,2;2,1
Oslo - Blindern;SN18700;18.06.1995;993,7;7,2;2,4
Oslo - Blindern;SN18700;19.06.1995;1004,2;9,8;3,1
Oslo - Blindern;SN18700;20.06.1995;1013,7;9,8;2,9
Oslo - Blindern;SN18700;21.06.1995;1011,9;9,3;3,8
Oslo - Blindern;SN18700;22.06.1995;1018,9;16,5;7,9
Oslo - Blindern;SN18700;23.06.1995;1022,6;11,3;3,1
Oslo - Blindern;SN18700;24.06.1995;1022,5;11,3;5,2
Oslo - Blindern;SN18700;25.06.1995;1024,7;11,3;2,3
Oslo - Blindern;SN18700;26.06.1995;1024,5;10,8;4,3
Oslo - Blindern;SN18700;27.06.1995;1026,2;9,3;2,4
Oslo - Blindern;SN18700;28.06.1995;1013,8;11,3;3,1
Oslo - Blindern;SN18700;29.06.1995;1011;9,3;3,8
Oslo - Blindern;SN18700;30.06.1995;1010,5;7,2;1,9
Oslo - Blindern;SN18700;01.07.1995;1014;10,3;3,9
Oslo - Blindern;SN18700;02.07.1995;1006,2;12,3;4,1
Oslo - Blindern;SN18700;03.07.1995;995,3;10,8;2,4
Oslo - Blindern;SN18700;04.07.1995;993,4;14,4;1,7
Oslo - Blindern;SN18700;05.07.1995;1004,8;9,8;2,7
Oslo - Blindern;SN18700;06.07.1995;1006,2;10,8;4,1
Oslo - Blindern;SN18700;07.07.1995;1010,1;10,8;3,6
Oslo - Blindern;SN18700;08.07.1995;1017,8;10,3;3,4
Oslo - Blindern;SN18700;09.07.1995;1027,1;9,3;2,4
Oslo - Blindern;SN18700;10.07.1995;1025,6;5,1;2,1
Oslo - Blindern;SN18700;11.07.1995;1019,4;7,7;3,1
Oslo - Blindern;SN18700;12.07.1995;1013,7;10,3;2,7
Oslo - Blindern;SN18700;13.07.1995;1009,7;8,2;1,5
Oslo - Blindern;SN18700;14.07.1995;1010,4;6,2;2,1
Oslo - Blindern;SN18700;15.07.1995;1012,6;10,3;5,7
Oslo - Blindern;SN18700;16.07.1995;1010,3;7,2;4,1
Oslo - Blindern;SN18700;17.07.1995;1007,3;6,2;2,3
Oslo - Blindern;SN18700;18.07.1995;1002,3;10,8;4,5
Oslo - Blindern;SN18700;19.07.1995;1010,8;9,3;3,1
Oslo - Blindern;SN18700;20.07.1995;1011;7,2;2,2
Oslo - Blindern;SN18700;21.07.1995;1004,4;9,3;2,9
Oslo - Blindern;SN18700;22.07.1995;1002,1;11,3;2,6
Oslo - Blindern;SN18700;23.07.1995;1014,5;11,8;2,7
Oslo - Blindern;SN18700;24.07.1995;1011,6;7,7;2,9
Oslo - Blindern;SN18700;25.07.1995;1019,3;9,8;3,3
Oslo - Blindern;SN18700;26.07.1995;1021,4;10,3;3,2
Oslo - Blindern;SN18700;27.07.1995;1021,1;11,3;3,1
Oslo - Blindern;SN18700;28.07.1995;1020,3;6,2;1,7
Oslo - Blindern;SN18700;29.07.1995;1020,6;6,7;2,4
Oslo - Blindern;SN18700;30.07.1995;1021,6;5,1;1,7
Oslo - Blindern;SN18700;31.07.1995;1022,3;5,7;2,6
Oslo - Blindern;SN18700;01.08.1995;1022,9;7,2;2,4
Oslo - Blindern;SN18700;02.08.1995;1018,9;5,7;1,4
Oslo - Blindern;SN18700;03.08.1995;1011,9;10,8;4,6
Oslo - Blindern;SN18700;04.08.1995;1014,6;12,9;3,2
Oslo - Blindern;SN18700;05.08.1995;1015,7;8,2;2,7
Oslo - Blindern;SN18700;06.08.1995;1009,9;11,8;3,1
Oslo - Blindern;SN18700;07.08.1995;1015,8;12,9;4,1
Oslo - Blindern;SN18700;08.08.1995;1020,9;7,7;2,8
Oslo - Blindern;SN18700;09.08.1995;1016,6;6,2;2,7
Oslo - Blindern;SN18700;10.08.1995;1021,3;7;1,7
Oslo - Blindern;SN18700;11.08.1995;1025,9;8,2;2,8
Oslo - Blindern;SN18700;12.08.1995;1019,1;8,2;2,9
Oslo - Blindern;SN18700;13.08.1995;1008,7;7,2;1,4
Oslo - Blindern;SN18700;14.08.1995;1010,1;7,7;3,4
Oslo - Blindern;SN18700;15.08.1995;1014,9;5,7;1,2
Oslo - Blindern;SN18700;16.08.1995;1016,5;6,2;1,9
Oslo - Blindern;SN18700;17.08.1995;1019;6,2;2,2
Oslo - Blindern;SN18700;18.08.1995;1018,3;4,6;2,4
Oslo - Blindern;SN18700;19.08.1995;1017,6;7,7;2,8
Oslo - Blindern;SN18700;20.08.1995;1021;9,3;4,3
Oslo - Blindern;SN18700;21.08.1995;1021;7,7;2,6
Oslo - Blindern;SN18700;22.08.1995;1013,8;6,7;2,8
Oslo - Blindern;SN18700;23.08.1995;1006,8;9,3;3,3
Oslo - Blindern;SN18700;24.08.1995;999,9;8,2;2,6
Oslo - Blindern;SN18700;25.08.1995;995;6,2;1,5
Oslo - Blindern;SN18700;26.08.1995;999,8;15,9;3,4
Oslo - Blindern;SN18700;27.08.1995;999,8;10,3;2,2
Oslo - Blindern;SN18700;28.08.1995;1009,4;7,2;1
Oslo - Blindern;SN18700;29.08.1995;1014,1;8,2;2,9
Oslo - Blindern;SN18700;30.08.1995;1018,3;12,9;4,3
Oslo - Blindern;SN18700;31.08.1995;1024,3;9,3;3,4
Oslo - Blindern;SN18700;01.09.1995;1020,6;11,8;4,8
Oslo - Blindern;SN18700;02.09.1995;1020,5;9,8;4,1
Oslo - Blindern;SN18700;03.09.1995;1009,3;16,5;6,7
Oslo - Blindern;SN18700;04.09.1995;997,2;13,9;5,3
Oslo - Blindern;SN18700;05.09.1995;999,5;13,4;3,6
Oslo - Blindern;SN18700;06.09.1995;1004,6;8,2;2,6
Oslo - Blindern;SN18700;07.09.1995;1006,5;5,1;1,7
Oslo - Blindern;SN18700;08.09.1995;1010,3;9,3;4,4
Oslo - Blindern;SN18700;09.09.1995;1013,9;11,3;5,7
Oslo - Blindern;SN18700;10.09.1995;1013,7;9,8;3,6
Oslo - Blindern;SN18700;11.09.1995;1013,6;8,2;3,9
Oslo - Blindern;SN18700;12.09.1995;1017,2;7,2;3,1
Oslo - Blindern;SN18700;13.09.1995;1021,9;8,7;4,3
Oslo - Blindern;SN18700;14.09.1995;1016,4;10,8;5,5
Oslo - Blindern;SN18700;15.09.1995;1014,7;14,9;5,8
Oslo - Blindern;SN18700;16.09.1995;1021,5;10,3;4,1
Oslo - Blindern;SN18700;17.09.1995;1029,8;10,3;4,5
Oslo - Blindern;SN18700;18.09.1995;1029,7;5,1;1,4
Oslo - Blindern;SN18700;19.09.1995;1023,1;4,1;1,6
Oslo - Blindern;SN18700;20.09.1995;1014;4,1;1,5
Oslo - Blindern;SN18700;21.09.1995;1014,2;3,6;1,4
Oslo - Blindern;SN18700;22.09.1995;1010,2;3,6;1,7
Oslo - Blindern;SN18700;23.09.1995;1009,1;9,3;3,1
Oslo - Blindern;SN18700;24.09.1995;998,5;15,9;4,6
Oslo - Blindern;SN18700;25.09.1995;1000,6;15,4;4,3
Oslo - Blindern;SN18700;26.09.1995;991,6;14,4;5,8
Oslo - Blindern;SN18700;27.09.1995;993,7;10,3;2,6
Oslo - Blindern;SN18700;28.09.1995;996,6;13,9;5,1
Oslo - Blindern;SN18700;29.09.1995;1003,4;8,7;3,8
Oslo - Blindern;SN18700;30.09.1995;1009,9;13,4;6,7
Oslo - Blindern;SN18700;01.10.1995;1010;10,3;2,2
Oslo - Blindern;SN18700;02.10.1995;1006,2;4,6;2,4
Oslo - Blindern;SN18700;03.10.1995;1012,1;9,3;3,1
Oslo - Blindern;SN18700;04.10.1995;1010,6;7,2;2,1
Oslo - Blindern;SN18700;05.10.1995;1008,3;11,8;2,9
Oslo - Blindern;SN18700;06.10.1995;1015,1;9,8;4,6
Oslo - Blindern;SN18700;07.10.1995;1009;13,9;3,9
Oslo - Blindern;SN18700;08.10.1995;1017,7;7,7;2
Oslo - Blindern;SN18700;09.10.1995;1015,7;9,3;2,6
Oslo - Blindern;SN18700;10.10.1995;1016,3;10,3;1,9
Oslo - Blindern;SN18700;11.10.1995;1023,3;8,7;2,2
Oslo - Blindern;SN18700;12.10.1995;1016,1;9,8;3,8
Oslo - Blindern;SN18700;13.10.1995;1018,1;10,3;1,9
Oslo - Blindern;SN18700;14.10.1995;1022,5;5,1;1,9
Oslo - Blindern;SN18700;15.10.1995;1020,8;4,1;1,4
Oslo - Blindern;SN18700;16.10.1995;1018,6;7,2;4
Oslo - Blindern;SN18700;17.10.1995;1009,7;12,9;5,7
Oslo - Blindern;SN18700;18.10.1995;1004,4;13,4;4,1
Oslo - Blindern;SN18700;19.10.1995;1000,4;16,5;3,4
Oslo - Blindern;SN18700;20.10.1995;1006,2;12,3;4,3
Oslo - Blindern;SN18700;21.10.1995;1022,9;9,8;4,3
Oslo - Blindern;SN18700;22.10.1995;1014,5;9,3;2,7
Oslo - Blindern;SN18700;23.10.1995;1012,2;13,4;3,4
Oslo - Blindern;SN18700;24.10.1995;1013;9,3;2,9
Oslo - Blindern;SN18700;25.10.1995;1007,1;11,8;3,8
Oslo - Blindern;SN18700;26.10.1995;1010;17;4,6
Oslo - Blindern;SN18700;27.10.1995;997,1;12,3;4,1
Oslo - Blindern;SN18700;28.10.1995;1002,9;8,2;2,4
Oslo - Blindern;SN18700;29.10.1995;1015,1;6,7;1
Oslo - Blindern;SN18700;30.10.1995;1018;3,1;1,2
Oslo - Blindern;SN18700;31.10.1995;1021,7;7,7;3,6
Oslo - Blindern;SN18700;01.11.1995;1014,4;5,1;2,2
Oslo - Blindern;SN18700;02.11.1995;1002,8;3,6;1,3
Oslo - Blindern;SN18700;03.11.1995;1014,6;19;8,9
Oslo - Blindern;SN18700;04.11.1995;1032,2;12,9;4,3
Oslo - Blindern;SN18700;05.11.1995;1027,2;4,6;1
Oslo - Blindern;SN18700;06.11.1995;1018,1;15,4;4,1
Oslo - Blindern;SN18700;07.11.1995;1024,6;4,1;1
Oslo - Blindern;SN18700;08.11.1995;1016,4;4,6;1
Oslo - Blindern;SN18700;09.11.1995;1011,3;5,1;1,5
Oslo - Blindern;SN18700;10.11.1995;1018,1;4,1;0,7
Oslo - Blindern;SN18700;11.11.1995;1027,5;3,1;0,5
Oslo - Blindern;SN18700;12.11.1995;1030,2;3,6;1,4
Oslo - Blindern;SN18700;13.11.1995;1020;4,1;1,3
Oslo - Blindern;SN18700;14.11.1995;1002,1;4,6;1,2
Oslo - Blindern;SN18700;15.11.1995;997,8;8,2;3,1
Oslo - Blindern;SN18700;16.11.1995;998;10,8;6,2
Oslo - Blindern;SN18700;17.11.1995;1004,8;15,4;7,4
Oslo - Blindern;SN18700;18.11.1995;1005,8;12,3;1
Oslo - Blindern;SN18700;19.11.1995;1007,2;13,9;4,8
Oslo - Blindern;SN18700;20.11.1995;1022,6;7,2;1,2
Oslo - Blindern;SN18700;21.11.1995;1021,1;3,6;1,2
Oslo - Blindern;SN18700;22.11.1995;1016,4;9,8;3,4
Oslo - Blindern;SN18700;23.11.1995;1004,4;12,3;2,7
Oslo - Blindern;SN18700;24.11.1995;1002,2;7,7;2,6
Oslo - Blindern;SN18700;25.11.1995;1008,3;10,8;3,9
Oslo - Blindern;SN18700;26.11.1995;1010,2;7,2;2,4
Oslo - Blindern;SN18700;27.11.1995;1016,3;13;4,8
Oslo - Blindern;SN18700;28.11.1995;1029,1;9,8;3,3
Oslo - Blindern;SN18700;29.11.1995;1029,3;3,1;1
Oslo - Blindern;SN18700;30.11.1995;1034,8;6,2;1,7
Oslo - Blindern;SN18700;01.12.1995;1035,2;3,6;0,5
Oslo - Blindern;SN18700;02.12.1995;1036,3;8,2;1,3
Oslo - Blindern;SN18700;03.12.1995;1039,3;9,3;3,4
Oslo - Blindern;SN18700;04.12.1995;1045,5;8,7;3,1
Oslo - Blindern;SN18700;05.12.1995;1045,4;5,1;1,7
Oslo - Blindern;SN18700;06.12.1995;1041,3;9,3;3,8
Oslo - Blindern;SN18700;07.12.1995;1037,1;11,8;6
Oslo - Blindern;SN18700;08.12.1995;1029,6;13,9;4,4
Oslo - Blindern;SN18700;09.12.1995;1033,3;5,1;1,9
Oslo - Blindern;SN18700;10.12.1995;1021,7;7,7;2,4
Oslo - Blindern;SN18700;11.12.1995;1034,2;4,1;1,4
Oslo - Blindern;SN18700;12.12.1995;1034;6,7;2,2
Oslo - Blindern;SN18700;13.12.1995;1037,6;6,7;1
Oslo - Blindern;SN18700;14.12.1995;1039;5,1;0,7
Oslo - Blindern;SN18700;15.12.1995;1033,7;4,1;1
Oslo - Blindern;SN18700;16.12.1995;1030;3,1;1,2
Oslo - Blindern;SN18700;17.12.1995;1021,3;3,6;0,3
Oslo - Blindern;SN18700;18.12.1995;1014,4;7,2;0
Oslo - Blindern;SN18700;19.12.1995;1006;4,6;1,4
Oslo - Blindern;SN18700;20.12.1995;1007,2;10,3;2,6
Oslo - Blindern;SN18700;21.12.1995;1010,5;8,7;2,8
Oslo - Blindern;SN18700;22.12.1995;1007;4,1;0,5
Oslo - Blindern;SN18700;23.12.1995;997,3;5,1;0,8
Oslo - Blindern;SN18700;24.12.1995;998,3;3,6;0,7
Oslo - Blindern;SN18700;25.12.1995;1000,4;6,2;0,5
Oslo - Blindern;SN18700;26.12.1995;1005,6;3,1;1,2
Oslo - Blindern;SN18700;27.12.1995;1013,6;4,1;0,5
Oslo - Blindern;SN18700;28.12.1995;1017,6;3,6;1
Oslo - Blindern;SN18700;29.12.1995;1014,5;4,1;1,2
Oslo - Blindern;SN18700;30.12.1995;1013,6;2,6;0,5
Oslo - Blindern;SN18700;31.12.1995;1017;6,2;0,9
Oslo - Blindern;SN18700;01.01.1996;1022,7;5,1;1,4
Oslo - Blindern;SN18700;02.01.1996;1025,1;4,1;1,4
Oslo - Blindern;SN18700;03.01.1996;1028,1;3,1;0,8
Oslo - Blindern;SN18700;04.01.1996;1025,4;4,1;1,5
Oslo - Blindern;SN18700;05.01.1996;1022,3;5,1;1,9
Oslo - Blindern;SN18700;06.01.1996;1023,5;9,3;2,2
Oslo - Blindern;SN18700;07.01.1996;1011,1;12,3;5
Oslo - Blindern;SN18700;08.01.1996;1015;6,7;0,5
Oslo - Blindern;SN18700;09.01.1996;1016;4,6;1,5
Oslo - Blindern;SN18700;10.01.1996;1016,6;5,7;1,6
Oslo - Blindern;SN18700;11.01.1996;1012,9;5,7;2,8
Oslo - Blindern;SN18700;12.01.1996;1012,9;6,2;3,1
Oslo - Blindern;SN18700;13.01.1996;1016;5,7;1,5
Oslo - Blindern;SN18700;14.01.1996;1028,5;4,1;1,3
Oslo - Blindern;SN18700;15.01.1996;1032,7;2,1;0,2
Oslo - Blindern;SN18700;16.01.1996;1028,3;7,2;2,1
Oslo - Blindern;SN18700;17.01.1996;1031,2;4,6;0,9
Oslo - Blindern;SN18700;18.01.1996;1030,3;6,2;1,4
Oslo - Blindern;SN18700;19.01.1996;1032;5,7;2,8
Oslo - Blindern;SN18700;20.01.1996;1037,8;5,7;2,4
Oslo - Blindern;SN18700;21.01.1996;1039,4;5,7;1
Oslo - Blindern;SN18700;22.01.1996;1039,6;7,2;2,9
Oslo - Blindern;SN18700;23.01.1996;1037,9;8,2;3,6
Oslo - Blindern;SN18700;24.01.1996;1040,4;8,2;4,1
Oslo - Blindern;SN18700;25.01.1996;1044,8;10,3;5,7
Oslo - Blindern;SN18700;26.01.1996;1041,6;10,8;2,2
Oslo - Blindern;SN18700;27.01.1996;1035,4;3,1;0,8
Oslo - Blindern;SN18700;28.01.1996;1033,1;2,6;0,5
Oslo - Blindern;SN18700;29.01.1996;1036,4;2,6;1,2
Oslo - Blindern;SN18700;30.01.1996;1036,4;3,1;0,5
Oslo - Blindern;SN18700;31.01.1996;1036,5;2,6;0,3
Oslo - Blindern;SN18700;01.02.1996;1024,2;3,6;0,8
Oslo - Blindern;SN18700;02.02.1996;1017,9;2,6;1
Oslo - Blindern;SN18700;03.02.1996;1016,4;4,6;1
Oslo - Blindern;SN18700;04.02.1996;1015,9;10,3;3,7
Oslo - Blindern;SN18700;05.02.1996;1015,6;6,2;1,4
Oslo - Blindern;SN18700;06.02.1996;1013,3;6,7;2,2
Oslo - Blindern;SN18700;07.02.1996;1015,3;3,1;1,5
Oslo - Blindern;SN18700;08.02.1996;1022,3;4,6;2
Oslo - Blindern;SN18700;09.02.1996;1031,6;5,7;2,6
Oslo - Blindern;SN18700;10.02.1996;1028,1;8,7;3,8
Oslo - Blindern;SN18700;11.02.1996;1020,2;8,2;3,6
Oslo - Blindern;SN18700;12.02.1996;1014,9;9,3;5
Oslo - Blindern;SN18700;13.02.1996;1018,6;9,3;1,4
Oslo - Blindern;SN18700;14.02.1996;1028,8;2,1;0,5
Oslo - Blindern;SN18700;15.02.1996;1004,9;10,3;2,6
Oslo - Blindern;SN18700;16.02.1996;991,6;6,2;2,2
Oslo - Blindern;SN18700;17.02.1996;1002,8;13,4;2,7
Oslo - Blindern;SN18700;18.02.1996;1006,3;5,1;1
Oslo - Blindern;SN18700;19.02.1996;1021,4;16,5;7,7
Oslo - Blindern;SN18700;20.02.1996;1032,5;10,3;2,7
