Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (døgn);Middeltemperatur (døgn);Maksimumstemperatur (døgn)
Oslo - Blindern;SN18700;20.09.2020;7,6;12,8;17,5
Oslo - Blindern;SN18700;21.09.2020;12,3;14,5;19,6
Oslo - Blindern;SN18700;22.09.2020;10,7;13,1;16,7
Oslo - Blindern;SN18700;23.09.2020;12,2;14,6;15,2
Oslo - Blindern;SN18700;24.09.2020;12,4;13,5;15,9
Oslo - Blindern;SN18700;25.09.2020;5,5;9,8;13
Oslo - Blindern;SN18700;26.09.2020;6,8;8,6;10,9
Oslo - Blindern;SN18700;27.09.2020;9,3;11,6;13,2
Oslo - Blindern;SN18700;28.09.2020;10,3;12,9;15,1
Oslo - Blindern;SN18700;29.09.2020;11,9;12,4;14,1
Oslo - Blindern;SN18700;30.09.2020;10,7;12,5;14,8
Oslo - Blindern;SN18700;01.10.2020;11;11,8;13,3
Oslo - Blindern;SN18700;02.10.2020;10,9;12,9;14,7
Oslo - Blindern;SN18700;03.10.2020;11,7;12,7;13,9
Oslo - Blindern;SN18700;04.10.2020;12,8;13,3;13,7
Oslo - Blindern;SN18700;05.10.2020;11,2;12,6;16,1
Oslo - Blindern;SN18700;06.10.2020;10,4;11,1;12
Oslo - Blindern;SN18700;07.10.2020;9,9;11,2;13,8
Oslo - Blindern;SN18700;08.10.2020;10,3;10,7;12
Oslo - Blindern;SN18700;09.10.2020;7,1;9,7;14,8
Oslo - Blindern;SN18700;10.10.2020;6,3;7,5;9,4
Oslo - Blindern;SN18700;11.10.2020;6,2;8,7;13,6
Oslo - Blindern;SN18700;12.10.2020;3;7,2;13,3
Oslo - Blindern;SN18700;13.10.2020;4;7;10,3
Oslo - Blindern;SN18700;14.10.2020;2,3;6,5;9,7
Oslo - Blindern;SN18700;15.10.2020;2,8;7,1;12,8
Oslo - Blindern;SN18700;16.10.2020;3,5;8;12,9
Oslo - Blindern;SN18700;17.10.2020;0,6;4,5;8,5
Oslo - Blindern;SN18700;18.10.2020;0,4;5;10,2
Oslo - Blindern;SN18700;19.10.2020;-1,1;2,9;7,7
Oslo - Blindern;SN18700;20.10.2020;0,8;3;4,6
Oslo - Blindern;SN18700;21.10.2020;4,1;6,6;8,2
Oslo - Blindern;SN18700;22.10.2020;6,7;7,4;8,8
Oslo - Blindern;SN18700;23.10.2020;3,9;4,9;7,3
Oslo - Blindern;SN18700;24.10.2020;3;5,2;6,4
Oslo - Blindern;SN18700;25.10.2020;6,4;10,1;12,3
Oslo - Blindern;SN18700;26.10.2020;6,4;8,1;10,2
Oslo - Blindern;SN18700;27.10.2020;7,7;8,3;9,3
Oslo - Blindern;SN18700;28.10.2020;7,5;8,8;11,7
Oslo - Blindern;SN18700;29.10.2020;4,4;6,7;10,6
Oslo - Blindern;SN18700;30.10.2020;0,3;3,8;5,2
Oslo - Blindern;SN18700;31.10.2020;5,1;7;7,8
Oslo - Blindern;SN18700;01.11.2020;6,4;10,1;11,1
Oslo - Blindern;SN18700;02.11.2020;8,9;11,1;14,9
Oslo - Blindern;SN18700;03.11.2020;4,2;7,2;11
Oslo - Blindern;SN18700;04.11.2020;1,2;4,4;8,3
Oslo - Blindern;SN18700;05.11.2020;2,9;10,1;13,4
Oslo - Blindern;SN18700;06.11.2020;8,5;10,9;16,1
Oslo - Blindern;SN18700;07.11.2020;2,9;4,9;10,6
Oslo - Blindern;SN18700;08.11.2020;-0,3;1,7;5,6
Oslo - Blindern;SN18700;09.11.2020;-1,2;1,6;3,4
Oslo - Blindern;SN18700;10.11.2020;3,4;4,6;5,2
Oslo - Blindern;SN18700;11.11.2020;4,5;5,6;6,7
Oslo - Blindern;SN18700;12.11.2020;5;5,5;6,7
Oslo - Blindern;SN18700;13.11.2020;4,1;5,5;6,3
Oslo - Blindern;SN18700;14.11.2020;3,3;6,6;8,3
Oslo - Blindern;SN18700;15.11.2020;3,5;9,3;11
Oslo - Blindern;SN18700;16.11.2020;7,9;9;11,4
Oslo - Blindern;SN18700;17.11.2020;5,4;7,7;9,7
Oslo - Blindern;SN18700;18.11.2020;6,6;9,7;12
Oslo - Blindern;SN18700;19.11.2020;1,6;4,3;11
Oslo - Blindern;SN18700;20.11.2020;-1,3;0,6;5
Oslo - Blindern;SN18700;21.11.2020;-1,5;4,8;9
Oslo - Blindern;SN18700;22.11.2020;3;5,4;7,2
Oslo - Blindern;SN18700;23.11.2020;1,6;4,3;7,4
Oslo - Blindern;SN18700;24.11.2020;3;5,1;7,1
Oslo - Blindern;SN18700;25.11.2020;5;8,8;10,2
Oslo - Blindern;SN18700;26.11.2020;0,3;2,2;8,8
Oslo - Blindern;SN18700;27.11.2020;-3;-1,8;2,9
Oslo - Blindern;SN18700;28.11.2020;-5,2;-2,1;-0,5
Oslo - Blindern;SN18700;29.11.2020;-2,9;-2,4;-1
Oslo - Blindern;SN18700;30.11.2020;-3,1;1;3,4
Oslo - Blindern;SN18700;01.12.2020;-0,5;1,3;4,5
Oslo - Blindern;SN18700;02.12.2020;-2,4;1,3;2,9
Oslo - Blindern;SN18700;03.12.2020;1,2;1,9;2,4
Oslo - Blindern;SN18700;04.12.2020;0,3;1,3;1,8
Oslo - Blindern;SN18700;05.12.2020;1,5;2,4;2,9
Oslo - Blindern;SN18700;06.12.2020;2,4;3,6;3,9
Oslo - Blindern;SN18700;07.12.2020;3,5;4,6;5,4
Oslo - Blindern;SN18700;08.12.2020;2;2,9;4,9
Oslo - Blindern;SN18700;09.12.2020;1,7;2,1;2,6
Oslo - Blindern;SN18700;10.12.2020;1,7;2,2;3,1
Oslo - Blindern;SN18700;11.12.2020;0,8;1,2;2,5
Oslo - Blindern;SN18700;12.12.2020;0,7;1,7;2,4
Oslo - Blindern;SN18700;13.12.2020;2;2,6;2,8
Oslo - Blindern;SN18700;14.12.2020;1,7;2,5;3,4
Oslo - Blindern;SN18700;15.12.2020;1;2,6;4
Oslo - Blindern;SN18700;16.12.2020;-1,1;-0,4;2,4
Oslo - Blindern;SN18700;17.12.2020;-1;3;4,7
Oslo - Blindern;SN18700;18.12.2020;0,5;2,6;4,7
Oslo - Blindern;SN18700;19.12.2020;4,2;6,4;7,2
Oslo - Blindern;SN18700;20.12.2020;5,6;6,9;7,7
Oslo - Blindern;SN18700;21.12.2020;4,1;5,1;7,4
Oslo - Blindern;SN18700;22.12.2020;3,3;4,1;5,2
Oslo - Blindern;SN18700;23.12.2020;-1,1;0,3;3,9
Oslo - Blindern;SN18700;24.12.2020;-1,7;0,1;2,6
Oslo - Blindern;SN18700;25.12.2020;-3,3;-1,4;1,6
Oslo - Blindern;SN18700;26.12.2020;-3,4;0,1;3
Oslo - Blindern;SN18700;27.12.2020;1,2;2,9;5
Oslo - Blindern;SN18700;28.12.2020;0,8;1,3;1,8
Oslo - Blindern;SN18700;29.12.2020;1,3;2,3;2,7
Oslo - Blindern;SN18700;30.12.2020;1,3;1,7;2,6
Oslo - Blindern;SN18700;31.12.2020;-0,2;0,2;1,5
Oslo - Blindern;SN18700;01.01.2021;-0,7;0,3;1
Oslo - Blindern;SN18700;02.01.2021;0,5;0,9;1,2
Oslo - Blindern;SN18700;03.01.2021;-2,7;-1,4;1,3
Oslo - Blindern;SN18700;04.01.2021;-4,4;-3;-1,8
Oslo - Blindern;SN18700;05.01.2021;-8,9;-6,6;-1,5
Oslo - Blindern;SN18700;06.01.2021;-11,6;-9;-6,9
Oslo - Blindern;SN18700;07.01.2021;-7,2;-5,3;-4,5
Oslo - Blindern;SN18700;08.01.2021;-5,9;-4,6;-3,8
Oslo - Blindern;SN18700;09.01.2021;-6;-5;-3,6
Oslo - Blindern;SN18700;10.01.2021;-6,3;-3,6;-0,3
Oslo - Blindern;SN18700;11.01.2021;-7,1;-5,6;-3,9
Oslo - Blindern;SN18700;12.01.2021;-11,9;-8;-5
Oslo - Blindern;SN18700;13.01.2021;-6,9;-3,9;-1,9
Oslo - Blindern;SN18700;14.01.2021;-7,4;-6,1;-3,2
Oslo - Blindern;SN18700;15.01.2021;-12,3;-9,9;-5,2
Oslo - Blindern;SN18700;16.01.2021;-12,3;-10,1;-5,3
Oslo - Blindern;SN18700;17.01.2021;-11,5;-6,9;-5,7
Oslo - Blindern;SN18700;18.01.2021;-5,8;-3;-2,2
Oslo - Blindern;SN18700;19.01.2021;-2,4;-0,6;0,2
Oslo - Blindern;SN18700;20.01.2021;-0,3;0,7;1,2
Oslo - Blindern;SN18700;21.01.2021;1;3,1;4,1
Oslo - Blindern;SN18700;22.01.2021;2,2;3,2;4,5
Oslo - Blindern;SN18700;23.01.2021;0,3;1,7;4,4
Oslo - Blindern;SN18700;24.01.2021;-2,3;-0,4;0,3
Oslo - Blindern;SN18700;25.01.2021;-7,6;-4,8;-0,1
Oslo - Blindern;SN18700;26.01.2021;-9,9;-7,7;-2,4
Oslo - Blindern;SN18700;27.01.2021;-11,5;-8,4;-3,2
Oslo - Blindern;SN18700;28.01.2021;-10,9;-8,9;-4,1
Oslo - Blindern;SN18700;29.01.2021;-13,7;-11,3;-7,1
Oslo - Blindern;SN18700;30.01.2021;-14,5;-11,2;-6,9
Oslo - Blindern;SN18700;31.01.2021;-12,4;-9,6;-4,8
Oslo - Blindern;SN18700;01.02.2021;-11,5;-8,9;-5,8
Oslo - Blindern;SN18700;02.02.2021;-10,2;-6,4;-5
Oslo - Blindern;SN18700;03.02.2021;-8,6;-7,1;-4,9
Oslo - Blindern;SN18700;04.02.2021;-11,2;-9;-6
Oslo - Blindern;SN18700;05.02.2021;-11,1;-7,2;-3,7
Oslo - Blindern;SN18700;06.02.2021;-8,5;-6,4;-3,6
Oslo - Blindern;SN18700;07.02.2021;-8,2;-6,7;-4,5
Oslo - Blindern;SN18700;08.02.2021;-9,2;-5,3;-2,8
Oslo - Blindern;SN18700;09.02.2021;-7,6;-6,4;-3,3
Oslo - Blindern;SN18700;10.02.2021;-12,9;-8,2;-3,8
Oslo - Blindern;SN18700;11.02.2021;-11,7;-8,3;-4,3
Oslo - Blindern;SN18700;12.02.2021;-13,3;-7,9;-0,6
Oslo - Blindern;SN18700;13.02.2021;-13,5;-8,8;-2,5
Oslo - Blindern;SN18700;14.02.2021;-14,1;-9,8;-3,4
Oslo - Blindern;SN18700;15.02.2021;-11,6;-6,2;-4,4
Oslo - Blindern;SN18700;16.02.2021;-4,4;-2,5;-1,8
Oslo - Blindern;SN18700;17.02.2021;-3,7;-2,5;-1,3
Oslo - Blindern;SN18700;18.02.2021;-3,2;-2,1;-1,3
Oslo - Blindern;SN18700;19.02.2021;-1,4;0,5;1,7
Oslo - Blindern;SN18700;20.02.2021;0,5;2,5;3,2
Oslo - Blindern;SN18700;21.02.2021;2,2;2,6;3,3
Oslo - Blindern;SN18700;22.02.2021;1,9;3,3;4,6
Oslo - Blindern;SN18700;23.02.2021;1;1,7;4,5
Oslo - Blindern;SN18700;24.02.2021;1;4,2;6
Oslo - Blindern;SN18700;25.02.2021;3,5;3,6;4,8
Oslo - Blindern;SN18700;26.02.2021;-0,5;4,5;12,4
Oslo - Blindern;SN18700;27.02.2021;-1,4;1,8;7,3
Oslo - Blindern;SN18700;28.02.2021;0,2;4,2;11,7
Oslo - Blindern;SN18700;01.03.2021;-2,9;1,9;5,5
Oslo - Blindern;SN18700;02.03.2021;2,1;5,3;12,4
Oslo - Blindern;SN18700;03.03.2021;-2,2;-1,2;5,7
Oslo - Blindern;SN18700;04.03.2021;-1,8;1,9;5,4
Oslo - Blindern;SN18700;05.03.2021;-2,9;0,7;5,9
Oslo - Blindern;SN18700;06.03.2021;-4,2;2,2;7,7
Oslo - Blindern;SN18700;07.03.2021;-0,1;1,2;7,1
Oslo - Blindern;SN18700;08.03.2021;-5,5;-1;3,9
Oslo - Blindern;SN18700;09.03.2021;-2,6;2,1;6,9
Oslo - Blindern;SN18700;10.03.2021;-3,7;-1,8;4,6
Oslo - Blindern;SN18700;11.03.2021;-1,2;0,3;1,3
Oslo - Blindern;SN18700;12.03.2021;-0,3;2;7,2
Oslo - Blindern;SN18700;13.03.2021;-3,6;0,9;4,7
Oslo - Blindern;SN18700;14.03.2021;-0,3;2,5;7
Oslo - Blindern;SN18700;15.03.2021;0,3;4;8,8
Oslo - Blindern;SN18700;16.03.2021;-0,6;2,7;7
Oslo - Blindern;SN18700;17.03.2021;-2,5;1,7;6,8
Oslo - Blindern;SN18700;18.03.2021;-2,6;3,7;8,7
Oslo - Blindern;SN18700;19.03.2021;-0,8;1,1;6,1
Oslo - Blindern;SN18700;20.03.2021;-3,2;2,3;6,2
Oslo - Blindern;SN18700;21.03.2021;-0,7;4,8;7,7
Oslo - Blindern;SN18700;22.03.2021;-0,6;6,6;12,9
Oslo - Blindern;SN18700;23.03.2021;0,8;6,2;12,8
Oslo - Blindern;SN18700;24.03.2021;1;5,7;12,1
Oslo - Blindern;SN18700;25.03.2021;-0,3;4,7;10,4
Oslo - Blindern;SN18700;26.03.2021;-0,5;3,8;6,7
Oslo - Blindern;SN18700;27.03.2021;3,8;4,5;6,6
Oslo - Blindern;SN18700;28.03.2021;-2,8;2,9;7,9
Oslo - Blindern;SN18700;29.03.2021;4,2;7,7;12,7
Oslo - Blindern;SN18700;30.03.2021;6;11,8;18,6
Oslo - Blindern;SN18700;31.03.2021;5,4;6,1;15,2
Oslo - Blindern;SN18700;01.04.2021;0;5,1;11,2
Oslo - Blindern;SN18700;02.04.2021;1,3;5,4;10,8
Oslo - Blindern;SN18700;03.04.2021;-1,5;4,4;10,5
Oslo - Blindern;SN18700;04.04.2021;-1,1;5;11
Oslo - Blindern;SN18700;05.04.2021;-2,3;2,9;8,7
Oslo - Blindern;SN18700;06.04.2021;0,6;3,8;9,2
Oslo - Blindern;SN18700;07.04.2021;-2;3,6;8,9
Oslo - Blindern;SN18700;08.04.2021;-1,7;3,1;7,3
Oslo - Blindern;SN18700;09.04.2021;2,4;5,1;10,3
Oslo - Blindern;SN18700;10.04.2021;-2,9;3,7;9,5
Oslo - Blindern;SN18700;11.04.2021;-2,9;2,9;8,3
Oslo - Blindern;SN18700;12.04.2021;0,8;1,9;4,3
Oslo - Blindern;SN18700;13.04.2021;0,5;2,7;7,3
Oslo - Blindern;SN18700;14.04.2021;-3,5;4,4;10,6
Oslo - Blindern;SN18700;15.04.2021;4,1;7,4;12
Oslo - Blindern;SN18700;16.04.2021;2,6;8;13
Oslo - Blindern;SN18700;17.04.2021;6;10,6;15,7
Oslo - Blindern;SN18700;18.04.2021;4,5;11,6;18,2
Oslo - Blindern;SN18700;19.04.2021;2,9;10,9;18,1
Oslo - Blindern;SN18700;20.04.2021;2,1;9,8;16,2
Oslo - Blindern;SN18700;21.04.2021;4,8;6,8;11,9
Oslo - Blindern;SN18700;22.04.2021;0,9;6,4;11,1
Oslo - Blindern;SN18700;23.04.2021;1,7;5,8;11,5
Oslo - Blindern;SN18700;24.04.2021;0,3;4,6;8,7
Oslo - Blindern;SN18700;25.04.2021;0,2;4,3;8,5
Oslo - Blindern;SN18700;26.04.2021;0,6;5,2;10,9
Oslo - Blindern;SN18700;27.04.2021;-0,2;5,6;10,6
Oslo - Blindern;SN18700;28.04.2021;0,8;6,3;10,6
Oslo - Blindern;SN18700;29.04.2021;3;6,8;11,3
Oslo - Blindern;SN18700;30.04.2021;2,6;7,4;13
Oslo - Blindern;SN18700;01.05.2021;2,9;7,6;13,8
Oslo - Blindern;SN18700;02.05.2021;1,9;7,9;13,3
Oslo - Blindern;SN18700;03.05.2021;2,2;5,6;11,1
Oslo - Blindern;SN18700;04.05.2021;2,2;5,6;9,2
Oslo - Blindern;SN18700;05.05.2021;1,7;3,2;6,7
Oslo - Blindern;SN18700;06.05.2021;2,1;5,9;11
Oslo - Blindern;SN18700;07.05.2021;1,9;6,9;12,9
Oslo - Blindern;SN18700;08.05.2021;0,3;7,5;13,5
Oslo - Blindern;SN18700;09.05.2021;4,9;6,2;9,5
Oslo - Blindern;SN18700;10.05.2021;6,6;9,3;13,3
Oslo - Blindern;SN18700;11.05.2021;7,9;10,2;13,3
Oslo - Blindern;SN18700;12.05.2021;9,3;10,3;12,7
Oslo - Blindern;SN18700;13.05.2021;7,4;14,1;19,3
Oslo - Blindern;SN18700;14.05.2021;12,5;14,9;18,2
Oslo - Blindern;SN18700;15.05.2021;10,2;10,8;15,3
Oslo - Blindern;SN18700;16.05.2021;7,3;9,9;14,3
Oslo - Blindern;SN18700;17.05.2021;7,9;8,9;12,2
Oslo - Blindern;SN18700;18.05.2021;7,4;10,3;16
Oslo - Blindern;SN18700;19.05.2021;8;11,8;17,2
Oslo - Blindern;SN18700;20.05.2021;8,1;11,6;17
Oslo - Blindern;SN18700;21.05.2021;6,8;10,7;15,7
Oslo - Blindern;SN18700;22.05.2021;7,1;10,8;13,7
Oslo - Blindern;SN18700;23.05.2021;9;11;13,9
Oslo - Blindern;SN18700;24.05.2021;8,5;10,4;14,4
Oslo - Blindern;SN18700;25.05.2021;9,1;11,3;14,4
Oslo - Blindern;SN18700;26.05.2021;8,8;10,3;11,9
Oslo - Blindern;SN18700;27.05.2021;6,8;12,7;16,9
Oslo - Blindern;SN18700;28.05.2021;5,4;16,3;23,1
Oslo - Blindern;SN18700;29.05.2021;13,7;18,6;24,6
Oslo - Blindern;SN18700;30.05.2021;10,1;18,8;25,7
Oslo - Blindern;SN18700;31.05.2021;9,7;18,1;26
Oslo - Blindern;SN18700;01.06.2021;11,5;19;25,3
Oslo - Blindern;SN18700;02.06.2021;11,2;18,2;23,3
Oslo - Blindern;SN18700;03.06.2021;13,1;18,7;23,9
Oslo - Blindern;SN18700;04.06.2021;12;19,1;25,1
Oslo - Blindern;SN18700;05.06.2021;12,1;20,2;26
Oslo - Blindern;SN18700;06.06.2021;13,2;18,7;24
Oslo - Blindern;SN18700;07.06.2021;14,1;17,6;23,7
Oslo - Blindern;SN18700;08.06.2021;14,3;17,2;21,5
Oslo - Blindern;SN18700;09.06.2021;12,4;17,3;22,4
Oslo - Blindern;SN18700;10.06.2021;14;18,1;23,9
Oslo - Blindern;SN18700;11.06.2021;14,9;17,1;21,9
Oslo - Blindern;SN18700;12.06.2021;11,2;16,9;22,4
Oslo - Blindern;SN18700;13.06.2021;8,9;16,6;21,7
Oslo - Blindern;SN18700;14.06.2021;14,2;15;19,6
Oslo - Blindern;SN18700;15.06.2021;6,9;15,7;21,5
Oslo - Blindern;SN18700;16.06.2021;10;14,9;20,6
Oslo - Blindern;SN18700;17.06.2021;13,1;18,2;23,8
Oslo - Blindern;SN18700;18.06.2021;16,5;19,3;24,1
Oslo - Blindern;SN18700;19.06.2021;15,5;17,6;21,3
Oslo - Blindern;SN18700;20.06.2021;13,6;15,8;20,3
Oslo - Blindern;SN18700;21.06.2021;13;14,5;17,3
Oslo - Blindern;SN18700;22.06.2021;13,1;14,8;17,7
Oslo - Blindern;SN18700;23.06.2021;11,2;17,8;24,9
Oslo - Blindern;SN18700;24.06.2021;13,8;17;22
Oslo - Blindern;SN18700;25.06.2021;12,9;16,5;20,7
Oslo - Blindern;SN18700;26.06.2021;11,7;18,6;25,5
Oslo - Blindern;SN18700;27.06.2021;15,4;16,1;20,8
Oslo - Blindern;SN18700;28.06.2021;14,2;16,6;20,8
Oslo - Blindern;SN18700;29.06.2021;13,7;17;21,9
Oslo - Blindern;SN18700;30.06.2021;14,3;18,2;22,5
Oslo - Blindern;SN18700;01.07.2021;13,5;19,6;23,3
Oslo - Blindern;SN18700;02.07.2021;17,8;22,2;27,8
Oslo - Blindern;SN18700;03.07.2021;15,1;23,6;29,6
Oslo - Blindern;SN18700;04.07.2021;19,1;20,6;27
Oslo - Blindern;SN18700;05.07.2021;15,8;20,5;25,3
Oslo - Blindern;SN18700;06.07.2021;16,6;18,9;23
Oslo - Blindern;SN18700;07.07.2021;15,9;18;21,4
Oslo - Blindern;SN18700;08.07.2021;15,5;18,1;21,7
Oslo - Blindern;SN18700;09.07.2021;13,2;18,5;25,9
Oslo - Blindern;SN18700;10.07.2021;15,3;16,5;20,2
Oslo - Blindern;SN18700;11.07.2021;14,1;18,5;23,3
Oslo - Blindern;SN18700;12.07.2021;16;19,2;24,5
Oslo - Blindern;SN18700;13.07.2021;12,9;21,7;27,3
Oslo - Blindern;SN18700;14.07.2021;20,1;21,9;26,5
Oslo - Blindern;SN18700;15.07.2021;17,1;23,3;30,2
Oslo - Blindern;SN18700;16.07.2021;17,4;22;28
Oslo - Blindern;SN18700;17.07.2021;14,8;22;27,4
Oslo - Blindern;SN18700;18.07.2021;14,7;18,7;24,9
Oslo - Blindern;SN18700;19.07.2021;11,5;17,9;22,7
Oslo - Blindern;SN18700;20.07.2021;13,2;19,8;25,6
Oslo - Blindern;SN18700;21.07.2021;13,4;18,4;23,7
Oslo - Blindern;SN18700;22.07.2021;15,6;21,1;28,9
Oslo - Blindern;SN18700;23.07.2021;15,9;20,8;26,9
Oslo - Blindern;SN18700;24.07.2021;13,8;21,9;28,2
Oslo - Blindern;SN18700;25.07.2021;15,9;23,3;29,9
Oslo - Blindern;SN18700;26.07.2021;18,1;21,8;27
Oslo - Blindern;SN18700;27.07.2021;17,2;18,1;22,4
Oslo - Blindern;SN18700;28.07.2021;16,5;18,2;21
Oslo - Blindern;SN18700;29.07.2021;14;15,4;18,9
Oslo - Blindern;SN18700;30.07.2021;12,6;19,3;26,6
Oslo - Blindern;SN18700;31.07.2021;16,3;17,1;23,4
Oslo - Blindern;SN18700;01.08.2021;13,5;15,1;17,1
Oslo - Blindern;SN18700;02.08.2021;10,8;14,8;19,3
Oslo - Blindern;SN18700;03.08.2021;10,4;14,8;19,6
Oslo - Blindern;SN18700;04.08.2021;10,5;16;21,7
Oslo - Blindern;SN18700;05.08.2021;10,8;16,3;21,4
Oslo - Blindern;SN18700;06.08.2021;11,9;17,5;22,7
Oslo - Blindern;SN18700;07.08.2021;14,3;17;21,3
Oslo - Blindern;SN18700;08.08.2021;12,1;17,5;23
Oslo - Blindern;SN18700;09.08.2021;14,7;17,4;21,1
Oslo - Blindern;SN18700;10.08.2021;15,4;17,9;22,4
Oslo - Blindern;SN18700;11.08.2021;12,2;17;23,2
Oslo - Blindern;SN18700;12.08.2021;13,8;18;22,6
Oslo - Blindern;SN18700;13.08.2021;16,2;17;20,1
Oslo - Blindern;SN18700;14.08.2021;10,1;14,8;21,2
Oslo - Blindern;SN18700;15.08.2021;12,4;15,6;21,3
Oslo - Blindern;SN18700;16.08.2021;11,8;15,4;19,2
Oslo - Blindern;SN18700;17.08.2021;14;17;20,3
Oslo - Blindern;SN18700;18.08.2021;10,9;15,7;20
Oslo - Blindern;SN18700;19.08.2021;9,3;14,9;21,8
Oslo - Blindern;SN18700;20.08.2021;8,2;14,6;20,4
Oslo - Blindern;SN18700;21.08.2021;8,7;14,9;21,9
Oslo - Blindern;SN18700;22.08.2021;10,6;15,2;21,1
Oslo - Blindern;SN18700;23.08.2021;8,8;16,3;22,7
Oslo - Blindern;SN18700;24.08.2021;13,4;16,6;21,2
Oslo - Blindern;SN18700;25.08.2021;15,3;17,9;21,7
Oslo - Blindern;SN18700;26.08.2021;12,6;14,5;17,6
Oslo - Blindern;SN18700;27.08.2021;13,7;15,4;18,3
Oslo - Blindern;SN18700;28.08.2021;14,4;17,3;21,5
Oslo - Blindern;SN18700;29.08.2021;11,1;18,5;25,3
Oslo - Blindern;SN18700;30.08.2021;11,4;18,3;25,2
Oslo - Blindern;SN18700;31.08.2021;11,8;18,5;24,8
Oslo - Blindern;SN18700;01.09.2021;11;17,8;24,6
Oslo - Blindern;SN18700;02.09.2021;9,5;17,6;25,2
Oslo - Blindern;SN18700;03.09.2021;10,5;14,1;21
Oslo - Blindern;SN18700;04.09.2021;9;12,2;16,8
Oslo - Blindern;SN18700;05.09.2021;8,3;13,7;19,9
Oslo - Blindern;SN18700;06.09.2021;10,2;14,2;20,3
Oslo - Blindern;SN18700;07.09.2021;11,4;15,8;21,3
Oslo - Blindern;SN18700;08.09.2021;13,6;18,4;26
Oslo - Blindern;SN18700;09.09.2021;13;17,5;24,4
Oslo - Blindern;SN18700;10.09.2021;13,6;17,5;22,8
Oslo - Blindern;SN18700;11.09.2021;13,6;15,9;18,6
Oslo - Blindern;SN18700;12.09.2021;15,6;16,1;21,3
Oslo - Blindern;SN18700;13.09.2021;7,2;12,5;18,3
Oslo - Blindern;SN18700;14.09.2021;8;12,6;18,9
Oslo - Blindern;SN18700;15.09.2021;8,3;13,5;17,8
Oslo - Blindern;SN18700;16.09.2021;10,5;11,1;15,1
Oslo - Blindern;SN18700;17.09.2021;9,3;10;11,8
Oslo - Blindern;SN18700;18.09.2021;8,4;10,4;12,3
Oslo - Blindern;SN18700;19.09.2021;8,7;10,2;12,4
Oslo - Blindern;SN18700;20.09.2021;8,2;9,3;10,7
Oslo - Blindern;SN18700;21.09.2021;9;11,5;17,2
Oslo - Blindern;SN18700;22.09.2021;6,3;12,7;18,3
Oslo - Blindern;SN18700;23.09.2021;9,5;11;14,7
Oslo - Blindern;SN18700;24.09.2021;5;9;12,4
Oslo - Blindern;SN18700;25.09.2021;5,6;11,7;18,9
Oslo - Blindern;SN18700;26.09.2021;6,6;11,2;16,6
Oslo - Blindern;SN18700;27.09.2021;10,6;12,5;15
Oslo - Blindern;SN18700;28.09.2021;11,4;13,4;17,5
Oslo - Blindern;SN18700;29.09.2021;8,8;11,4;13,1
Oslo - Blindern;SN18700;30.09.2021;10,4;10,7;13,1
Oslo - Blindern;SN18700;01.10.2021;9,8;11,7;13,6
Oslo - Blindern;SN18700;02.10.2021;11;12;14,1
Oslo - Blindern;SN18700;03.10.2021;10,8;12,1;14,1
Oslo - Blindern;SN18700;04.10.2021;9,6;12,3;14,4
Oslo - Blindern;SN18700;05.10.2021;9,8;11,7;14,3
Oslo - Blindern;SN18700;06.10.2021;9,4;10,4;12,4
Oslo - Blindern;SN18700;07.10.2021;9;10,7;13,4
Oslo - Blindern;SN18700;08.10.2021;10,3;12,8;13
Oslo - Blindern;SN18700;09.10.2021;12,3;12,9;14,8
Oslo - Blindern;SN18700;10.10.2021;9,3;10,2;12,3
Oslo - Blindern;SN18700;11.10.2021;3;7;12,8
Oslo - Blindern;SN18700;12.10.2021;1,2;6,2;12,3
Oslo - Blindern;SN18700;13.10.2021;0,4;4,9;7,8
Oslo - Blindern;SN18700;14.10.2021;4,7;8,9;13,2
Oslo - Blindern;SN18700;15.10.2021;4,6;7,9;12,5
Oslo - Blindern;SN18700;16.10.2021;1,8;6,4;12,3
Oslo - Blindern;SN18700;17.10.2021;-0,4;3,9;9,5
Oslo - Blindern;SN18700;18.10.2021;-1,9;2,8;7,9
Oslo - Blindern;SN18700;19.10.2021;0,3;2,3;3,8
Oslo - Blindern;SN18700;20.10.2021;2,9;7,5;12,8
Oslo - Blindern;SN18700;21.10.2021;4,8;7,1;10,7
Oslo - Blindern;SN18700;22.10.2021;0;6,3;10,8
Oslo - Blindern;SN18700;23.10.2021;0,5;5,2;10,4
Oslo - Blindern;SN18700;24.10.2021;3,7;8,3;11,1
Oslo - Blindern;SN18700;25.10.2021;9,6;10;10,9
Oslo - Blindern;SN18700;26.10.2021;4,2;6,8;11,3
Oslo - Blindern;SN18700;27.10.2021;2,3;9,2;14,3
Oslo - Blindern;SN18700;28.10.2021;7;11,6;12,7
Oslo - Blindern;SN18700;29.10.2021;10,4;10,8;12,5
Oslo - Blindern;SN18700;30.10.2021;9,7;11;13,3
Oslo - Blindern;SN18700;31.10.2021;7,4;9,6;12,7
Oslo - Blindern;SN18700;01.11.2021;8;10,3;11,7
Oslo - Blindern;SN18700;02.11.2021;8,7;9,3;10,3
Oslo - Blindern;SN18700;03.11.2021;6;7,1;8,7
Oslo - Blindern;SN18700;04.11.2021;0,7;3,4;7,7
